Unnamed: 0,codeJS_started,codeJS_stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,welcome_started,welcome_stopped,key_resp_keys,key_resp_rt,key_resp_duration,practice_trials,Conditions_lst,instructions_started,instructions_stopped,key_resp_2_keys,key_resp_2_rt,key_resp_2_duration,instructions1_started,instructions1_stopped,key_resp_6_keys,key_resp_6_rt,key_resp_6_duration,square_demo_started,square_demo_stopped,key_resp_13_keys,key_resp_13_rt,key_resp_13_duration,square_demo2_started,square_demo2_stopped,key_resp_14_keys,key_resp_14_rt,key_resp_14_duration,instructions2_started,instructions2_stopped,key_resp_3_keys,key_resp_3_rt,key_resp_3_duration,line_demo_started,line_demo_stopped,slider_4_response,slider_4_rt,judgement_demo_started,judgement_demo_stopped,slider_2_response,slider_2_rt,instructions2line_started,instructions2line_stopped,key_resp_7_keys,key_resp_7_rt,key_resp_7_duration,instructions3_started,instructions3_stopped,key_resp_4_keys,key_resp_4_rt,key_resp_4_duration,instructions4_started,instructions4_stopped,key_resp_9_keys,key_resp_9_rt,key_resp_9_duration,instructions5_started,instructions5_stopped,key_resp_10_keys,key_resp_10_rt,key_resp_10_duration,ready_prac_started,ready_prac_stopped,fix_started,fix_stopped,prac_trials_started,prac_trials_stopped,color,dur,dur1,dur2,condition,cond_pair,catch_trial,key_resp_8_keys,prac_judgement_started,prac_judgement_stopped,slider_3_response,slider_3_rt,trials_2_thisRepN,trials_2_thisTrialN,trials_2_thisN,trials_2_thisIndex,trials_2_ran,key_resp_8_rt,key_resp_8_duration,instructions6_started,instructions6_stopped,key_resp_12_keys,key_resp_12_rt,key_resp_12_duration,ready_started,ready_stopped,trial_started,trial_stopped,key_resp_5_keys,judgement_started,judgement_stopped,slider_response,slider_rt,trials_thisRepN,trials_thisTrialN,trials_thisN,trials_thisIndex,trials_ran,key_resp_5_rt,key_resp_5_duration,post_task_started,post_task_stopped,key_resp_11_keys,key_resp_11_rt,key_resp_11_duration,the_end_started,the_end_stopped,key_resp_16_keys,key_resp_16_rt,key_resp_16_duration,rho,p_value,zscr,resp_diff
89,,,AVPKE76DJLWK6,1,2023-11-28_10h22.25.757,color_task,2023.2.2,Win32,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.005,528.496,,,g,5.0,5.0,0.0,continious,"[""g"",5]",No,,,,,,,,,,,,,,,,,,,,528.496,533.493,,533.494,535.895,3.800926208,2.152,65.0,0.0,65.0,0.0,1.0,,,,,,,,,,,,,0.9235245712718914,2.4797417803671047e-28,1.6124725001097435,0.4474606015757576
24,,,,1,2023-11-28_09h41.28.802,color_task,2023.2.2,Win32,143.9470275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.92,208.4131,,,g,3.0,3.0,0.0,continious,"[""g"",3]",No,,,,,,,,,,,,,,,,,,,,208.4133,211.4136,,211.4139,213.0391,1.789596273,1.378,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,0.9461562539963878,4.6820816199776734e-33,1.7937626474891994,0.8282044042727273
25,,,,1,2023-11-28_09h41.28.802,color_task,2023.2.2,Win32,143.9470275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.0392,213.5388,,,y-b,3.5,1.75,1.75,boundary,"[""y-b"",3.5]",No,,,,,,,,,,,,,,,,,,,,213.5388,217.0397,,217.0398,218.5954,2.5116459630000003,1.3047,1.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,0.9461562539963878,4.6820816199776734e-33,1.7937626474891994,0.8282044042727273
26,,,,1,2023-11-28_09h41.28.802,color_task,2023.2.2,Win32,143.9470275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.5955,219.0954,,,y-b,5.0,2.5,2.5,boundary,"[""y-b"",5]",No,,,,,,,,,,,,,,,,,,,,219.0955,224.0966,,224.0967,225.2912,3.528726708,0.9455,2.0,0.0,2.0,0.0,1.0,,,,,,,,,,,,,0.9461562539963878,4.6820816199776734e-33,1.7937626474891994,0.8282044042727273
27,,,,1,2023-11-28_09h41.28.802,color_task,2023.2.2,Win32,143.9470275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.2922,225.7913,,,y,5.0,5.0,0.0,continious,"[""y"",5]",No,,,,,,,,,,,,,,,,,,,,225.7913,230.7925,,230.7926,232.3207,4.708850932,1.2825,3.0,0.0,3.0,0.0,1.0,,,,,,,,,,,,,0.9461562539963878,4.6820816199776734e-33,1.7937626474891994,0.8282044042727273
28,,,,1,2023-11-28_09h41.28.802,color_task,2023.2.2,Win32,143.9470275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.3209,232.8206,,,bc,3.5,3.5,0.0,catch,"[""bc"",3.5]",Yes,,,,,,,,,,,,,,,,,,,,232.8206,236.3215,space,236.3217,238.0647,2.255434783,1.4979,4.0,0.0,4.0,0.0,1.0,0.5295,,,,,,,,,,,,0.9461562539963878,4.6820816199776734e-33,1.7937626474891994,0.8282044042727273
29,,,,1,2023-11-28_09h41.28.802,color_task,2023.2.2,Win32,143.9470275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.0649,238.5647,,,y,2.5,2.5,0.0,continious,"[""y"",2.5]",No,,,,,,,,,,,,,,,,,,,,238.5648,241.0653,,241.0655,244.0103,1.85947205,2.6986,5.0,0.0,5.0,0.0,1.0,,,,,,,,,,,,,0.9461562539963878,4.6820816199776734e-33,1.7937626474891994,0.8282044042727273
30,,,,1,2023-11-28_09h41.28.802,color_task,2023.2.2,Win32,143.9470275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.0106,244.5107,,,bc,3.0,3.0,0.0,catch,"[""bc"",3]",Yes,,,,,,,,,,,,,,,,,,,,244.5107,247.5112,space,247.5114,249.4769,2.185559006,1.7187,6.0,0.0,6.0,0.0,1.0,0.4692,,,,,,,,,,,,0.9461562539963878,4.6820816199776734e-33,1.7937626474891994,0.8282044042727273
31,,,,1,2023-11-28_09h41.28.802,color_task,2023.2.2,Win32,143.9470275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.4772,249.9771,,,y-g,1.5,0.75,0.75,boundary,"[""y-g"",1.5]",No,,,,,,,,,,,,,,,,,,,,249.9772,251.4773,,251.4775,253.1234,0.772515528,1.3981,7.0,0.0,7.0,0.0,1.0,,,,,,,,,,,,,0.9461562539963878,4.6820816199776734e-33,1.7937626474891994,0.8282044042727273
32,,,,1,2023-11-28_09h41.28.802,color_task,2023.2.2,Win32,143.9470275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.1237,253.6235,,,b-g,1.0,0.5,0.5,boundary,"[""b-g"",1]",No,,,,,,,,,,,,,,,,,,,,253.6235,254.6239,,254.6239,256.4577,0.593944099,1.5867,8.0,0.0,8.0,0.0,1.0,,,,,,,,,,,,,0.9461562539963878,4.6820816199776734e-33,1.7937626474891994,0.8282044042727273
33,,,,1,2023-11-28_09h41.28.802,color_task,2023.2.2,Win32,143.9470275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.4579,256.9576,,,y,2.0,2.0,0.0,continious,"[""y"",2]",No,,,,,,,,,,,,,,,,,,,,256.9576,258.9582,,258.9584,262.2712,1.898291925,3.0664,9.0,0.0,9.0,0.0,1.0,,,,,,,,,,,,,0.9461562539963878,4.6820816199776734e-33,1.7937626474891994,0.8282044042727273
34,,,,1,2023-11-28_09h41.28.802,color_task,2023.2.2,Win32,143.9470275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.2713,262.7714,,,y,1.0,1.0,0.0,continious,"[""y"",1]",No,,,,,,,,,,,,,,,,,,,,262.7714,263.7717,,263.7718,265.7791,1.005434783,1.7588,10.0,0.0,10.0,0.0,1.0,,,,,,,,,,,,,0.9461562539963878,4.6820816199776734e-33,1.7937626474891994,0.8282044042727273
35,,,,1,2023-11-28_09h41.28.802,color_task,2023.2.2,Win32,143.9470275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.7794,266.279,,,b-g,5.0,2.5,2.5,boundary,"[""b-g"",5]",No,,,,,,,,,,,,,,,,,,,,266.279,271.2801,,271.2803,272.8705,3.117236025,1.3427,11.0,0.0,11.0,0.0,1.0,,,,,,,,,,,,,0.9461562539963878,4.6820816199776734e-33,1.7937626474891994,0.8282044042727273
